"employeeId","timestamp"
1011,"2023-09-25T17:31+00:00"
1019,"2023-09-25T17:31+00:00"
1005,"2023-09-25T17:31+00:00"
1006,"2023-09-25T17:32+00:00"
1005,"2023-09-26T17:29+00:00"
1011,"2023-09-26T17:29+00:00"
1019,"2023-09-26T17:29+00:00"
1006,"2023-09-26T17:29+00:00"
1011,"2023-09-27T17:30+00:00"
1005,"2023-09-27T17:30+00:00"
1019,"2023-09-27T17:30+00:00"
1006,"2023-09-27T17:30+00:00"
1005,"2023-09-28T17:34+00:00"
1011,"2023-09-28T17:34+00:00"
1019,"2023-09-28T17:35+00:00"
1006,"2023-09-28T17:35+00:00"
1019,"2023-09-28T17:35+00:00"
1011,"2023-09-29T17:30+00:00"
1005,"2023-09-29T17:31+00:00"
1006,"2023-09-29T17:39+00:00"
1019,"2023-09-29T17:39+00:00"
1005,"2023-09-30T15:22+00:00"
1011,"2023-09-30T15:22+00:00"
1006,"2023-09-30T15:24+00:00"
1019,"2023-09-30T15:24+00:00"
